Week.Number,Region,Population.per.10000,icu.case.10000,deaths.10000,No.of.cases,No.of.cases.x,ICU.Cases,ICU.Cases.x,No.of.deaths,No.of.deaths.x,P1,P2,P3,P4,P5,P6,P7,P8,P9,Temperature,TempCat
26,Vastra Gotaland,172.5881,0.069529707,0.162235983,1935,1829,12,22,28,43,1,1,1,1,1,1,1,1,1,19.8,3
27,Vastra Gotaland,172.5881,0.05214728,0.086912134,914,1935,9,12,15,28,1,1,1,1,1,1,1,1,1,14.3,2
28,Vastra Gotaland,172.5881,0.034764853,0.133265271,365,914,6,9,23,15,1,1,1,1,1,1,1,1,1,12.8,2
29,Vastra Gotaland,172.5881,0.011588284,0.115882845,320,365,2,6,20,23,1,1,1,1,1,1,1,1,1,16.2,3
30,Vastra Gotaland,172.5881,0.017382427,0.034764853,336,320,3,2,6,20,1,1,1,1,1,1,1,1,1,14.1,2
31,Vastra Gotaland,172.5881,0.017382427,0.017382427,583,336,3,3,3,6,1,1,1,1,1,1,1,1,1,16.1,3
32,Vastra Gotaland,172.5881,0.011588284,0.005794142,670,583,2,3,1,3,1,1,1,1,1,1,1,1,1,18.1,3
33,Vastra Gotaland,172.5881,0.023176569,0.017382427,580,670,4,2,3,1,1,1,1,1,1,1,1,1,1,19.9,3
34,Vastra Gotaland,172.5881,0.011588284,0.028970711,397,580,2,4,5,3,1,1,1,1,1,1,1,1,1,18.6,3
35,Vastra Gotaland,172.5881,0.017382427,0.011588284,233,397,3,2,2,5,1,1,1,1,1,1,1,1,1,12.8,2
36,Vastra Gotaland,172.5881,0.005794142,0.011588284,296,233,1,3,2,2,1,1,1,1,1,1,1,1,1,13.1,2
37,Vastra Gotaland,172.5881,0.011588284,0.005794142,300,296,2,1,1,2,1,1,1,1,1,1,1,1,1,12.4,2
38,Vastra Gotaland,172.5881,0.011588284,0.011588284,337,300,2,2,2,1,1,1,1,1,1,1,1,1,1,12.7,2
39,Vastra Gotaland,172.5881,0.011588284,0.017382427,489,337,2,2,3,2,1,1,1,1,1,1,1,1,1,12.8,2
40,Vastra Gotaland,172.5881,0.011588284,0.023176569,402,489,2,2,4,3,1,1,1,1,1,1,1,1,1,13.1,2
41,Vastra Gotaland,172.5881,0.034764853,0.011588284,537,402,6,2,2,4,1,1,1,1,1,1,1,1,1,10.1,2
42,Vastra Gotaland,172.5881,0.023176569,0.005794142,706,537,4,6,1,2,1,1,1,1,1,1,1,1,1,5.7,1
